"ConPhylum","Intercept2","Slope2","E2","TempPref","Intercept","Slope","E","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","Author","Temp","arrhenius_tmp","lograte"
"507","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Bacillus mycoides","Bacillus","Bacillaceae","Bacillales","Bacilli","Bacteria",0.000220942,"s^-1",30,"Celsius",3.45e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4554, 8068, 8586, 12331, 12472, 17004, 17506, 18542, 18701, 18707, 18718, 18723","Madin",303.15,38.2679468060232,-8.41761033432974
"508","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Clostridium gasigenes","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",0.000116409,"s^-1",21,"Celsius",5.8e-19,"m^3","corkrey, engqvist, gold, bergeys","348, 555, 12331","Madin",294.15,39.4388171825461,-9.05840070606831
"509","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Desulfitobacterium dehalogenans","Desulfitobacterium","Peptococcaceae","Clostridiales","Clostridia","Bacteria",1.65e-05,"s^-1",38,"Celsius",1.15e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb, bergeys","15, 555, 5423, 12331, 12848, 16039, 18701, 18718, 18723","Madin",311.15,37.2840368768952,-11.0121501770577
"510","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Clostridium butyricum","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",7.22e-05,"s^-1",35.6,"Celsius",4.4e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 4922, 7668, 8156, 8519, 10250, 12331, 12735, 17850, 18544, 18701, 18707, 18718, 18723","Madin",308.75,37.573856110918,-9.53607051206549
"511","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Streptococcus mutans","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Bacteria",5.39e-05,"s^-1",29.593,"Celsius",2.56e-19,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4546, 7812, 8061, 8593, 8790, 9059, 9226, 4607, 12331, 13828, 14151, 15112, 15980, 16077, 17505, 18701, 18707, 18718, 18723, 18956","Madin",302.743,38.3193932617631,-9.82838008004932
"512","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Clostridium grantii","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Bacteria",1.07e-05,"s^-1",30,"Celsius",1.43e-18,"m^3","corkrey, engqvist, gold, bergeys","105, 555, 12331","Madin",303.15,38.2679468060232,-11.4452668164964
"513","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Lactobacillus ingluviei","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Bacteria",4.99e-05,"s^-1",39,"Celsius",2.62e-18,"m^3","bacdive-microa, campedelli, corkrey, engqvist, gold, microbe-directory, pasteur, bergeys","1, 2, 359, 555, 12331, 18701","Madin",312.15,37.1645941830721,-9.9054895552068
"514","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Enterococcus faecalis","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Bacteria",0.00034973,"s^-1",36.8343,"Celsius",2.67e-18,"m^3","Size:https://catalog.hardydiagnostics.com/cp_prod/Content/hugo/Enterococcus.htm mass: http://www.pnas.org/content/105/44/16994",NA,"Hira",309.9843,37.4242439834725,-7.95834912975638
"515","Firmicutes",-12.0835457336822,0.0541309220961152,0.0541309220961152,"Mesophile",-24.99980663,0.397489565,0.397489565,"Halanaerobium praevalens","Halanaerobium","Halanaerobiaceae","Halanaerobiales","Clostridia","Bacteria",1.47e-05,"s^-1",37,"Celsius",1.54e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","64, 555, 5063, 12331, 13024, 15835, 18701, 18707, 18718, 18723","Madin",310.15,37.4042497960533,-11.1276630641796
"516","Others",-12.4752601353458,NA,NA,"Mesophile",-17.52835837,0.129222082,0.129222082,"Gymnodinium corollarium","Gymnodinium","Gymnodiniaceae","Gymnodiniales","Dinophyceae","Phytoplankton",3.82e-06,"s^-1",4,"Celsius",5.24e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",277.15,41.8579400117119,-12.4752601353458
"517","Planctomycetes",-11.2054407652223,NA,NA,"Mesophile",-16.57727998,0.139514489,0.139514489,"Rhodopirellula baltica","Rhodopirellula","Planctomycetaceae","Planctomycetales","Planctomycetia","Bacteria",1.36e-05,"s^-1",28.143,"Celsius",9.13e-18,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3579, 4672, 12331, 13648, 14184, 18701, 18707, 18718, 18723, 18937","Madin",301.293,38.503808831423,-11.2054407652223
"518","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"[Haemophilus] ducreyi","Haemophilus","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Bacteria",4.34e-05,"s^-1",36,"Celsius",3.11e-19,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4593, 7774, 4576, 12331, 13016, 14185, 18701, 18707, 18718, 18723, 18863","Madin",309.15,37.525240414834,-10.0450511168579
"519","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Colwellia hornerae","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Bacteria",4.95e-05,"s^-1",10.9586,"Celsius",7.73e-19,"m^3","https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Colwellia%20demingiae%20cell%20size&f=false","pg. 453 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria","Hira",284.1086,40.8327240859514,-9.91353788838963
"520","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Colwellia piezophila","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Bacteria",7.97e-05,"s^-1",10,"Celsius",1.72e-18,"m^3","corkrey, engqvist, fierer, gold, microbe-directory, patric","452, 555, 1382, 12331, 18701, 18707","Madin",283.15,40.9709626496413,-9.43724097216811
"521","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfofrigus fragile","Desulfofrigus","Desulfobacteraceae","Desulfobacterales","Deltaproteobacteria","Bacteria",1.06e-05,"s^-1",17.9513,"Celsius",1.73e-18,"m^3","https://books.google.co.uk/books?id=9cwgo-9IyTUC&pg=PA977&lpg=PA977&dq=Desulfofrigus+oceanense+cell+size&source=bl&ots=lTtbfougYA&sig=4rpA3CrTU5e2uXVWlwzPw1h9H54&hl=en&sa=X&ved=0ahUKEwj46PvYz5bbAhVDxRQKHf4wD-sQ6AEIMzAC#v=onepage&q=Desulfofrigus%20oceanense%20cell%20size&f=false","pg.977","Hira",291.1013,39.8518593845027,-11.4546565568463
"522","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Acidithiobacillus thiooxidans","Acidithiobacillus","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Bacteria",1.34e-06,"s^-1",28,"Celsius",2.62e-19,"m^3","corkrey, engqvist, gold, microbe-directory, pasteur, patric, bergeys","140, 555, 12331, 18701, 18707","Madin",301.15,38.5220922272819,-13.5228409440015
"523","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Dechloromonas denitrificans","Dechloromonas","Azonexaceae","Rhodocyclales","Betaproteobacteria","Bacteria",1.48e-05,"s^-1",30,"Celsius",3.01e-19,"m^3","corkrey, engqvist, fierer, gold, pasteur","73, 555, 1444, 12331","Madin",303.15,38.2679468060232,-11.1208833771942
"524","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Pseudohaliea rubra","Pseudohaliea","Halieaceae","Cellvibrionales","Gammaproteobacteria","Bacteria",3.37e-05,"s^-1",30,"Celsius",3.78e-19,"m^3","corkrey, engqvist, fierer, gold, pasteur, patric","124, 555, 1901, 12331, 18707","Madin",303.15,38.2679468060232,-10.298012720606
"525","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Acidihalobacter prosperus","Acidihalobacter","Ectothiorhodospiraceae","Chromatiales","Gammaproteobacteria","Bacteria",1.32e-05,"s^-1",37,"Celsius",2.4e-19,"m^3","corkrey, engqvist, genbank, gold, kegg, patric, rrndb, bergeys","413, 555, 8357, 12331, 18089, 18707, 18723","Madin",310.15,37.4042497960533,-11.2352937283719
"526","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Bradyrhizobium diazoefficiens","Bradyrhizobium","Bradyrhizobiaceae","Rhizobiales","Alphaproteobacteria","Bacteria",5.53e-06,"s^-1",27.6,"Celsius",1.29e-18,"m^3","fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","1103, 6139, 7264, 8347, 8398, 8934, 12331, 12558, 14159, 18701, 18707, 18718, 18723, 18821","Madin",300.75,38.5733269301611,-12.10532274243
"527","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Hydrogenophaga pseudoflava","Hydrogenophaga","Comamonadaceae","Burkholderiales","Betaproteobacteria","Bacteria",8.08e-05,"s^-1",23.76828512,"Celsius",7.67e-19,"m^3","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2812990/",NA,"Hira",296.91828512,39.071113688931,-9.42353359243722
"528","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Aeromonas hydrophila","Aeromonas","Aeromonadaceae","Aeromonadales","Gammaproteobacteria","Bacteria",0.00051042,"s^-1",30.95,"Celsius",2.49e-18,"m^3","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4255052/",NA,"Hira",304.1,38.1483987972573,-7.58027664174843
"529","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Galenea microaerophila","Galenea","Piscirickettsiaceae","Thiotrichales","Gammaproteobacteria","Bacteria",5.77e-05,"s^-1",35,"Celsius",1.35e-19,"m^3","bacdive-microa, corkrey, engqvist, fierer","1, 493, 555, 1793","Madin",308.15,37.6470163045463,-9.76025338445022
"530","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Colwellia psychrerythraea","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Bacteria",6.99e-05,"s^-1",8,"Celsius",5.56e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","278, 555, 4645, 12331, 12755, 14297, 18701, 18707, 18718, 18723, 18844","Madin",281.15,41.2624153449971,-9.56844490872451
"531","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Colwellia demingiae","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Bacteria",6.46e-05,"s^-1",9.24662,"Celsius",6.94e-19,"m^3","https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Colwellia%20demingiae%20cell%20size&f=false","pg. 453 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria","Hira",282.39662,41.0802653170776,-9.64729614717572
"532","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulforhopalus vacuolatus","Desulforhopalus","Desulfobulbaceae","Desulfobacterales","Deltaproteobacteria","Bacteria",8.53e-06,"s^-1",19.7137,"Celsius",7.81e-18,"m^3","https://www.researchgate.net/publication/225671825_Desulforpalus_vacuolatus_gen_nov_sp_nov_a_new_moderately_psychrophilic_sulfate-reducing_bacterium_with_gas_vacuoles_isolated_from_a_temperate_estuary",NA,"Hira",292.8637,39.6120382083745,-11.6719211964607
"533","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Glaciecola punicea","Glaciecola","Alteromonadaceae","Alteromonadales","Gammaproteobacteria","Bacteria",3.12e-05,"s^-1",13.71,"Celsius",3.2e-19,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/48/4/ijs-48-4-1213.pdf?expires=1526915961&id=id&accname=guest&checksum=088CF97C1DF83E51FD1BE8ED3B8D2D3D",NA,"Hira",286.86,40.4410795309417,-10.3750924631488
"534","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Colwellia psychrotropica","Colwellia","Colwelliaceae","Alteromonadales","Gammaproteobacteria","Bacteria",0.00011014,"s^-1",17.5353,"Celsius",7.73e-19,"m^3","https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Colwellia%20demingiae%20cell%20size&f=false","pg. 454 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria","Hira",290.6853,39.9088914170959,-9.11375827412994
"535","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfofaba gelida","Desulfofaba","Desulfobacteraceae","Desulfobacterales","Deltaproteobacteria","Bacteria",1.53e-06,"s^-1",7.50735,"Celsius",3.6e-17,"m^3","https://books.google.co.uk/books?id=dgejA4wa5R4C&pg=PA324&dq=Rhizobiales&hl=en&sa=X&ved=0ahUKEwiW9_PajpDbAhXmLcAKHcd4DjgQ6AEIMTAB#v=snippet&q=Desulfofaba%20gelida&f=false","large rods, pg. 975 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria","Hira",280.65735,41.3348450494738,-13.3902428225599
"536","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Methylobacillus flagellatus","Methylobacillus","Methylophilaceae","Nitrosomonadales","Betaproteobacteria","Bacteria",4.93e-05,"s^-1",36,"Celsius",3.37e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb, silva, bergeys","555, 4703, 12331, 13287, 14381, 18707, 18718, 18723, 18889","Madin",309.15,37.525240414834,-9.91758647691563
"537","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Sulfurimonas paralvinellae","Sulfurimonas","Helicobacteraceae","Campylobacterales","Epsilonproteobacteria","Bacteria",5.87e-06,"s^-1",30,"Celsius",6.8e-19,"m^3","corkrey, engqvist, fierer, gold","288, 555, 4093, 12331","Madin",303.15,38.2679468060232,-12.0456559241243
"538","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Acidithiobacillus ferridurans","Acidithiobacillus","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Bacteria",1.93e-05,"s^-1",29,"Celsius",1.77e-18,"m^3","corkrey, engqvist, fierer, patric","86, 555, 567, 18707","Madin",302.15,38.3945989549758,-10.8554054620534
"539","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Acidithiobacillus ferrooxidans","Acidithiobacillus","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Bacteria",2.33e-07,"s^-1",29.5,"Celsius",1.64e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","140, 555, 4600, 7771, 12331, 12351, 14797, 14849, 18701, 18707, 18718, 18723","Madin",302.65,38.3311682611794,-15.2722273833807
"540","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Haemophilus influenzae","Haemophilus","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Bacteria",0.000137825,"s^-1",36.684,"Celsius",2.03e-19,"m^3","bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4404, 7929, 7961, 8681, 8713, 9130, 9161, 9451, 9481, 9697, 9725, 10048, 4607, 10190, 4576, 10306, 10663, 5131, 10934, 12206, 12207, 12208, 12331, 13017, 14059, 14289, 14582, 14583, 15312, 15317, 15620, 15874, 15875, 16682, 17183, 17219, 17442, 18560, 18701, 18707, 18718, 18723, 18864","Madin",309.834,37.4423984270478,-8.88952579348853
"541","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Pseudoxanthomonas broegbernensis","Pseudoxanthomonas","Xanthomonadaceae","Xanthomonadales","Gammaproteobacteria","Bacteria",9.71e-05,"s^-1",30.059,"Celsius",2.96e-19,"m^3","https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Xanthomonadaceae&f=false","Could not find size info for genus or species, so info on family: Xanthomonas used; pg. 63 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria","Hira",303.209,38.2605004279093,-9.239769182667
"542","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Xanthomonas campestris","Xanthomonas","Xanothomonadaceae","Xanthomonadales","Gammaproteobacteria","Bacteria",7.91e-05,"s^-1",30.03373237,"Celsius",5.63e-19,"m^3","https://books.google.co.uk/books?id=8A_yBwAAQBAJ&pg=PA191&lpg=PA191&dq=Xanthomonas+campestris+cell+width&source=bl&ots=LCjaeonYF-&sig=cHYPUCF7EAQ6Dq8eV8xlGskcvMA&hl=en&sa=X&ved=0ahUKEwiO6IXQs5nbAhUMthQKHckwA9o4ChDoAQhDMAc#v=onepage&q=Xanthomonas%20campestris%20cell%20width&f=false","pg.191","Hira",303.18373237,38.263689095589,-9.44479768319067
"543","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfovibrio cuneatus","Desulfovibrio","Desulfovibrionaceae","Desulfovibrionales","Deltaproteobacteria","Bacteria",5.06e-06,"s^-1",28,"Celsius",4.19e-19,"m^3","corkrey, engqvist, gold, patric","23, 555, 12331, 18707","Madin",301.15,38.5220922272819,-12.1941440746649
"544","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Psychrobacter muriicola","Psychrobacter","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Bacteria",3.53e-05,"s^-1",17.9623,"Celsius",6.87e-19,"m^3","http://cryosol.ru/images/stuff/liza/shcherb-2009.pdf","Cells are cocci or coccobacilli","Hira",291.1123,39.8503535379506,-10.251627594025
"545","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Psychromonas ingrahamii","Psychromonas","Psychromonadaceae","Alteromonadales","Gammaproteobacteria","Bacteria",4.54e-05,"s^-1",5,"Celsius",1.42e-17,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","555, 3498, 4840, 12331, 13612, 14489, 18701, 18707, 18718, 18723, 18927","Madin",278.15,41.707453080158,-9.99999845291697
"546","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Bosea eneae","Bosea","Bradyrhizobiaceae","Rhizobiales","Alphaproteobacteria","Bacteria",4.36e-06,"s^-1",27.931,"Celsius",9.6e-19,"m^3","https://books.google.co.uk/books?id=dgejA4wa5R4C&pg=PA710&lpg=PA710&dq=Hydrogenophaga+pseudoflava+cell+size&source=bl&ots=cYZTDQzGbm&sig=5P5ROil4OvMEgQ_cg2UuXk00Vyc&hl=en&sa=X&ved=0ahUKEwid5Ovxl5DbAhXFB8AKHUlzAkkQ6AEIVDAH#v=onepage&q=Bosea%20eneae&f=false","pg. 438,  size info of Family: Bradyrhizobiaceae use","Hira",301.081,38.5309204972946,-12.3430385006033
"547","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Azotobacter chroococcum","Azotobacter","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Bacteria",0.000245746,"s^-1",26.2,"Celsius",1.24e-17,"m^3","engqvist, genbank, gold, kegg, masonmm, pasteur, patric, rrndb","555, 6115, 7274, 12331, 17366, 18539, 18707, 18723","Madin",299.35,38.7537266552395,-8.31121207577343
"548","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Profundimonas piezophila","Profundimonas","Oceanospirillaceae","Oceanospirillales","Gammaproteobacteria","Bacteria",4.17e-06,"s^-1",8.00938,"Celsius",1.57e-18,"m^3","http://aem.asm.org/content/80/1/54.full",NA,"Hira",281.15938,41.2610387540545,-12.3875945221536
"549","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Salinisphaera hydrothermalis","Salinisphaera","Salinisphaeraceae","Salinisphaerales","Gammaproteobacteria","Bacteria",4.13e-05,"s^-1",32.5,"Celsius",9.63e-20,"m^3","corkrey, engqvist, fierer, gold","127, 555, 3726, 12331","Madin",305.65,37.9549421699524,-10.0946480579973
"550","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Rhizobium tropici","Rhizobium","Rhizobiaceae","Rhizobiales","Alphaproteobacteria","Bacteria",6.02e-05,"s^-1",27.5,"Celsius",4.38e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 5528, 12331, 13634, 16301, 18701, 18707, 18718, 18723","Madin",300.65,38.5861569075202,-9.7178382056495
"551","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Pseudomonas savastanoi","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Bacteria",8.6e-05,"s^-1",25.5,"Celsius",5.09e-19,"m^3","engqvist, genbank, gold, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 5180, 7594, 12331, 14305, 18551, 18701, 18707, 18718, 18723","Madin",298.65,38.8445607709558,-9.36116326171077
"552","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Rhodobacter sphaeroides","Rhodobacter","Rhodobacteraceae","Rhodobacterales","Alphaproteobacteria","Bacteria",3.49e-05,"s^-1",30,"Celsius",2.12e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","555, 4460, 8005, 8640, 8754, 9092, 9196, 9417, 9509, 12331, 13637, 14323, 14523, 14551, 14883, 18701, 18707, 18718, 18723, 18934","Madin",303.15,38.2679468060232,-10.2630237287559
"553","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Desulfotalea psychrophila","Desulfotalea","Desulfobulbaceae","Desulfobacterales","Deltaproteobacteria","Bacteria",7.67e-06,"s^-1",9.84461,"Celsius",1.63e-18,"m^3","https://bacdive.dsmz.de/search?search=Desulfotalea+psychrophila&submit=search","BacDrive meta-Database","Hira",282.99461,40.9934594664045,-11.7781939425851
"554","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Rhodoferax antarcticus","Rhodoferax","Comamonadaceae","Burkholderiales","Betaproteobacteria","Bacteria",9.22e-06,"s^-1",16.5,"Celsius",9.69e-19,"m^3","corkrey, engqvist, genbank, gold, kegg, rrndb, bergeys","267, 555, 5671, 12331, 18224, 18723","Madin",289.65,40.0515383195096,-11.5941355203958
"555","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Halomonas campisalis","Halomonas","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Bacteria",4.11e-05,"s^-1",29.9166,"Celsius",2.88e-18,"m^3","https://www.ncbi.nlm.nih.gov/pubmed/10794143",NA,"Hira",303.0666,38.2784776489588,-10.0995024364621
"556","Proteobacteria",-3.89423862895488,-0.166730755452169,0.166730755452169,"Mesophile",-10.34272764,-0.003106381,0.003106381,"Shewanella gelidimarina","Shewanella","Shewanellaceae","Alteromonadales","Gammaproteobacteria","Bacteria",0.0001176,"s^-1",15.9,"Celsius",6.92e-19,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/47/4/ijs-47-4-1040.pdf?expires=1526993475&id=id&accname=guest&checksum=C762647EEFD31431F488074CDAC07BB4",NA,"Hira",289.05,40.1346759185122,-9.04822152249975
