species_tax_id,Species,MinWidth,MaxWidth,MinLength,MaxLength,SizeUnit,Volume,VolumeUnit,Shape,Superkingdom,Phylum,Source,Note,Growth_rate
223786,Hydrogenimonas thermophila,0.7,1,1.5,3.5,um,1.26E-18,m^154,rod,Bacteria,Campylobacterota,"corkrey, fierer, gold","229, 2054, 12331",0.052815238
227138,Tepidibacter formicigenes,0.8,NA,4,NA,um,1.88E-18,m^155,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, gold","214, 555, 4129, 12331",0.453927427
228745,Thermovibrio ammonificans,0.6,NA,1,NA,um,2.26E-19,m^156,rod,Bacteria,Aquificota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","361, 555, 4206, 5309, 12331, 13963, 15308, 18701, 18707, 18718, 18723",0.009891928
229919,Anaerolinea thermolimosa,0.3,0.4,100,NA,um,1.28E-17,m^157,oval,Bacteria,Chloroflexota,"corkrey, engqvist, fierer, patric","216, 555, 817, 18707",0.001805071
229920,Leptolinea tardivitalis,0.2,NA,100,NA,um,4.19E-18,m^158,oval,Bacteria,Chloroflexota,"corkrey, engqvist, fierer, patric","216, 555, 817, 18707",0.004266834
229921,Levilinea saccharolytica,0.4,0.5,100,NA,um,2.12E-17,m^159,oval,Bacteria,Chloroflexota,"corkrey, engqvist, fierer, gold, patric","216, 555, 817, 12331, 18707",0.003433461
230356,Methanolacinia paynteri,0.6,0.6,1.5,2.5,um,7.54E-19,m^160,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, methanogen, patric","324, 555, 12331, 18640, 18707",0.03481752
238834,Clostridium_AD estertheticum,0.5,NA,10,NA,um,2.62E-18,m^161,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, kegg, rrndb, bergeys","457, 555, 6733, 12331, 18348, 18723",0.542368686
238991,Thermosipho_A atlanticus,0.4,NA,1.8,NA,um,2.09E-19,m^162,rod,Bacteria,Thermotogota,"corkrey, engqvist, fierer, gold","189, 555, 4199, 12331",0.025527462
244787,Nautilia profundicola,0.3,NA,0.4,NA,um,2.12E-20,m^163,rod,Bacteria,Campylobacterota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","185, 555, 2828, 4747, 12331, 13392, 14899, 18701, 18707, 18718, 18723",0.016665797
252966,Mahella australiensis,0.5,NA,11.5,NA,um,2.23E-18,m^164,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, rrndb","191, 555, 2420, 5244, 12331, 13199, 15410, 18701, 18707, 18723",0.007876673
258515,Acetanaerobacterium elongatum,0.3,NA,6,NA,um,4.17E-19,m^165,rod,Bacteria,Firmicutes_A,"corkrey, fierer, gold","128, 558, 12331",0.044632787
258723,Marinilactibacillus piezotolerans,0.325,NA,2.1,NA,um,1.65E-19,m^166,rod,Bacteria,Firmicutes,"corkrey, engqvist, fierer, gold, pasteur","534, 555, 2450, 12331",0.003373225
259063,Anaerocolumna jejuensis,0.5,NA,2.475,4.5,um,6.52E-19,m^167,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, gold","76, 555, 1347, 12331",0.033007009
263906,Methanolinea tarda,0.775,1,2,2,um,1.05E-18,m^168,rod,Archaea,Halobacterota,"engqvist, fierer, gold, methanogen, microbe-directory","555, 2568, 12331, 18642, 18701",0.000884116
264736,Photobacterium frigidiphilum,1.15,NA,3.05,NA,um,2.77E-18,m^169,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold","270, 555, 3244, 12331",0.645388436
265606,Rhodopirellula baltica,1.75,2.3,1.75,2.5,um,9.13E-18,m^170,oval,Bacteria,Planctomycetota,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 3579, 4672, 12331, 13648, 14184, 18701, 18707, 18718, 18723, 18937",0.049013377
269259,Nitratiruptor tergarcus,0.8,NA,2.5,NA,um,1.12E-18,m^171,rod,Bacteria,Campylobacterota,"corkrey, engqvist, fierer, gold","433, 555, 2863, 12331",0.04225219
269261,Nitratifractor salsuginis,0.6,NA,2.5,NA,um,6.50E-19,m^172,rod,Bacteria,Campylobacterota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","433, 555, 2863, 5293, 12331, 13404, 15322, 18701, 18707, 18718, 18723",0.117562276
271155,Flavobacterium antarcticum,0.325,0.4,0.7,1.3,um,9.07E-20,m^173,rod,Bacteria,Bacteroidota,"corkrey, engqvist, fierer, gold, microbe-directory, pasteur, patric, protraits","536, 555, 1699, 12331, 18701, 18707, 18718",0.125275109
271157,Flavobacterium segetis,0.2,0.3,1.1,2.3,um,7.94E-20,m^174,rod,Bacteria,Bacteroidota,"corkrey, engqvist, fierer, gold, pasteur","451, 555, 1739, 12331",0.002618535
279824,Algoriphagus alkaliphilus,0.5,NA,2.1,3.3,um,7.07E-19,m^175,oval,Bacteria,Bacteroidota,"corkrey, engqvist, gold, pasteur, bergeys","449, 555, 12331",0.072217877
281361,Flavobacterium denitrificans,0.45,0.9,1.2,3,um,6.71E-19,m^176,rod,Bacteria,Bacteroidota,"corkrey, engqvist, fierer, gold, pasteur, patric","73, 555, 1444, 12331, 18707",0.067139401
281362,Dechloromonas denitrificans,0.5,NA,1.7,NA,um,3.01E-19,m^177,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold, pasteur","73, 555, 1444, 12331",0.053319014
287487,Haliea salexigens,0.5,NA,1.6,NA,um,2.81E-19,m^178,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold, pasteur, protraits","125, 555, 1902, 12331, 18718",0.0628819
287535,Balneola vulgaris,0.2,NA,2.25,3,um,8.04E-20,m^179,rod,Bacteria,Bacteroidota,"corkrey, engqvist, fierer, gold, microbe-directory, pasteur, patric","161, 555, 1057, 12331, 18701, 18707",0.110373755
287990,Marinitoga hydrogenitolerans,0.6,NA,1.5,NA,um,3.68E-19,m^180,rod,Bacteria,Thermotogota,"corkrey, engqvist, fierer, gold","59, 555, 2456, 12331",0.023166684
291048,Caminibacter mediatlanticus,0.75,NA,1.5,NA,um,5.52E-19,m^181,rod,Bacteria,Campylobacterota,"corkrey, engqvist, fierer, gold, microbe-directory, patric, protraits","9, 555, 1201, 12331, 18701, 18707, 18718",0.073817591
301375,Methanothrix_A harundinacea_D,0.8,1,3,5,um,2.35E-18,m^182,rod,Archaea,Halobacterota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","384, 555, 2572, 5665, 12331, 13263, 15884, 18664, 18701, 18707, 18723",0.008015023
309806,Sulfurihydrogenibium azorense,0.4,0.5,0.9,2,um,2.07E-19,m^183,rod,Bacteria,Aquificota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","168, 555, 4089, 4727, 12331, 13869, 14915, 18701, 18707, 18718, 18723",0.009952719
327095,Demequina aestuarii,0.25,0.35,0.6,1.2,um,5.65E-20,m^184,rod,Bacteria,Actinobacteriota,"engqvist, gold, patric, bergeys","555, 12331, 18707",0.062204455
330922,Psychrobacter cryohalolentis,0.5,0.8,0.9,1.3,um,2.93E-19,m^185,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, pasteur, patric, protraits, rrndb","154, 555, 3481, 4809, 4576, 12331, 14389, 18701, 18707, 18718, 18723",0.230281455
332101,Clostridium_AM drakei,0.6,NA,3,4,um,1.32E-18,m^186,oval,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, bergeys","82, 555, 6236, 12331",0.144405663
332168,Halococcus hamelinensis,0.8,1.2,0.8,1.2,um,1.05E-18,m^187,oval,Archaea,Halobacterota,"corkrey, fierer, gold, microbe-directory, protraits","246, 1922, 12331, 18701, 18718",0.015238693
354246,Spongiibacter marinus,0.6,0.8,1.633,2,um,6.09E-19,m^188,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold, pasteur","227, 555, 2534, 3934, 12331",0.046961191
357794,Psychromonas ingrahamii,1.25,1.5,6,14,um,1.42E-17,m^189,rod,Bacteria,Proteobacteria,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva","555, 3498, 4840, 12331, 13612, 14489, 18701, 18707, 18718, 18723, 18927",0.163362522
358766,Methanoregula boonei,0.35,0.3,0.8,3,um,1.49E-19,m^190,rod,Archaea,Halobacterota,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2570, 4903, 12331, 13260, 14617, 18661, 18701, 18707, 18718, 18723",0.005196668
364032,Sulfurivirga caldicuralii,0.3,0.6,1,3,um,2.94E-19,m^191,rod,Bacteria,Proteobacteria,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 80, 555, 4094, 12331",0.069391048
364317,Verminephrobacter eiseniae,0.2,0.6,1.5,NA,um,1.72E-19,m^192,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","164, 555, 4280, 4865, 12331, 14002, 14499, 18701, 18707, 18718, 18723",0.075407657
379597,Halomonas caseinilytica,0.5,NA,1.4,NA,um,2.42E-19,m^193,rod,Bacteria,Proteobacteria,"corkrey, engqvist, gold","541, 555, 12331",0.295207487
382641,Trichococcus patagoniensis,1.3,2,NA,NA,um,4.70E-18,m^194,oval,Bacteria,Firmicutes,"corkrey, engqvist, gold, pasteur, bergeys","339, 555, 12331",0.060484047
386456,Methanobacterium_D veterum,0.425,0.463,3.083,7.5,um,7.96E-19,m^195,rod,Archaea,Euryarchaeota,"engqvist, fierer, gold, methanogen","555, 2557, 12331, 18563",0.010852129
390806,Geosporobacter subterraneus,0.5,NA,3,5,um,7.53E-19,m^196,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, gold","90, 555, 1824, 12331",0.030787385
390877,Nisaea denitrificans,0.9,NA,2.5,NA,um,1.40E-18,m^197,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold, pasteur, protraits","374, 555, 2862, 12331, 18718",0.130782487
402384,Halobacillus mangrovi,0.75,NA,1.5,NA,um,5.52E-19,m^198,rod,Bacteria,Firmicutes,"corkrey, engqvist, fierer, genbank, gold, kegg, rrndb","535, 555, 1913, 6839, 12331, 18337, 18723",0.505209315
405212,Alicyclobacillus acidocaldarius,0.6,0.9,1.5,2.5,um,7.73E-19,m^199,rod,Bacteria,Firmicutes_K,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, rrndb","238, 555, 5029, 7637, 12331, 12396, 15024, 15716, 18701, 18707, 18723",0.080058579
412593,Thermosulfidibacter takaii,0.467,0.8,1.083,2,um,4.19E-19,m^200,rod,Bacteria,Thermosulfidibacterota,"corkrey, engqvist, fierer, genbank, gold, kegg, rrndb","174, 555, 4201, 6591, 12331, 17845, 18723",0.004375929
413888,Caldicellulosiruptor hydrothermalis,0.6,NA,3.1,NA,um,8.20E-19,m^201,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, patric, protraits, rrndb","5, 555, 1186, 5212, 12331, 15264, 18701, 18707, 18718, 18723",0.015316477
413889,Caldicellulosiruptor kronotskyensis,0.6,NA,3.1,NA,um,8.20E-19,m^202,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, genbank, gold, kegg, microbe-directory, protraits, rrndb","5, 555, 1186, 5356, 12331, 15275, 18701, 18718, 18723",0.00866434
416586,Selenomonas_C bovis,0.95,1.1,4.5,6,um,5.78E-18,m^203,oval,Bacteria,Firmicutes_C,"corkrey, engqvist, fierer, gold, microbe-directory","190, 555, 3760, 12331, 18701",0.08074874
418008,Methanosarcina horonobensis,1.4,2.9,1.4,2.9,um,1.04E-17,m^204,oval,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6408, 12331, 13268, 17626, 18671, 18723",0.043098127
420950,Methanolobus psychrophilus,0.9,1,1,1.2,um,1.04E-18,m^205,oval,Archaea,Halobacterota,"corkrey, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","323, 5652, 12331, 13258, 16159, 18646, 18701, 18723",0.059101908
420996,Thalassobaculum litoreum,0.55,NA,1.5,NA,um,3.13E-19,m^206,rod,Bacteria,Proteobacteria,"engqvist, fierer, gold","555, 4163, 12331",0.095474818
447593,Thermoanaerobacter uzonensis,0.5,NA,2,15,um,1.64E-18,m^207,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, gold","356, 555, 4183, 12331",0.118062882
466107,Desulfovibrio_L litoralis,0.4,0.6,1.8,2.7,um,4.09E-19,m^208,rod,Bacteria,Desulfobacterota_A,"corkrey, engqvist, gold","23, 555, 12331",0.019934061
475088,Methanosphaerula palustris,0.5,0.8,0.5,0.8,um,2.88E-19,m^209,oval,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5012, 12331, 13277, 14862, 18682, 18701, 18707, 18718, 18723",0.018240715
475795,Pseudohaliea rubra,0.55,NA,1.95,1.6,um,3.78E-19,m^210,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold, pasteur, patric","124, 555, 1901, 12331, 18707",0.121179577
487685,Methanolobus profundi,0.9,0.9,1.2,1.2,um,1.02E-18,m^211,oval,Archaea,Halobacterota,"engqvist, gold, methanogen","555, 12331, 18645",0.069314718
501497,Thermodesulfatator atlanticus,0.52,NA,3.54,NA,um,7.15E-19,m^212,rod,Bacteria,Desulfobacterota,"corkrey, engqvist, fierer, gold, microbe-directory","169, 555, 4192, 12331, 18701",0.008983361
504483,Spirochaeta_E cellobiosiphila,0.3,0.4,10,12,um,1.41E-18,m^213,oval,Bacteria,Spirochaetota,"corkrey, engqvist, fierer, gold, protraits","100, 555, 3925, 12331, 18718",0.112286924
515440,Oceanotoga teriensis,0.75,NA,2.5,NA,um,9.94E-19,m^214,rod,Bacteria,Thermotogota,"corkrey, fierer, gold","58, 3008, 12331",0.012003588
520762,Thermotalea metallivorans,0.65,NA,3.25,NA,um,1.01E-18,m^215,rod,Bacteria,Firmicutes_A,"corkrey, fierer, gold, patric","158, 4204, 12331, 18707",0.01293185
528314,Methanoculleus horonobensis,0.925,1.6,0.925,1.6,um,2.11E-18,m^216,oval,Archaea,Halobacterota,"engqvist, fierer, gold, methanogen","555, 2565, 12331, 18617",0.025886883
563188,Salinisphaera hydrothermalis,0.4,NA,0.9,NA,um,9.63E-20,m^217,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, gold","127, 555, 3726, 12331",0.14852093
570267,Methanocella paludicola,0.3,0.6,1.8,2.4,um,3.10E-19,m^218,rod,Archaea,Halobacterota,"corkrey, engqvist, fierer, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits","435, 555, 2563, 5251, 12331, 15074, 18602, 18701, 18707, 18718",0.002268389
585455,Thiohalobacter thiocyanaticus,0.4,NA,1.25,2,um,1.87E-19,m^219,rod,Bacteria,Proteobacteria,"corkrey, engqvist, fierer, genbank, gold, rrndb","32, 555, 4218, 6934, 12331, 18723",0.022504779
651457,Kosmotoga olearia,0.55,NA,1,NA,um,1.94E-19,m^220,rod,Bacteria,Thermotogota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","63, 555, 2173, 5014, 12331, 13113, 14953, 18701, 18707, 18718, 18723",0.017809995
660064,Methermicoccus shengliensis,0.7,1,0.7,1,um,6.43E-19,m^221,oval,Archaea,Halobacterota,"corkrey, engqvist, gold, methanogen","48, 555, 12331, 18700",0.006126618
667126,Methanocaldococcus_A villosus,1,2,1,2,um,3.53E-18,m^222,oval,Archaea,Euryarchaeota,"engqvist, gold, methanogen, microbe-directory, patric, protraits","555, 12331, 18599, 18701, 18707, 18718",0.014440566
668570,Methanospirillum lacunae,0.5,0.6,11,25,um,5.70E-18,m^223,oval,Archaea,Halobacterota,"engqvist, fierer, gold, methanogen","555, 2574, 12331, 18684",0.010763155
676965,Moorella humiferrea,0.3,0.5,2,5,um,4.23E-19,m^224,rod,Bacteria,Firmicutes_B,"corkrey, engqvist, fierer, gold","173, 555, 2716, 12331",0.014587045
680118,Methanothermobacter_A tenebrarum,0.5,0.5,5.25,10.5,um,1.51E-18,m^225,rod,Archaea,Euryarchaeota,"engqvist, fierer, methanogen, protraits","555, 2576, 18690, 18718",0.001805071
693075,Caldisericum exile_A,0.3,NA,4.95,NA,um,4.67E-19,m^226,oval,Bacteria,Caldisericota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","198, 555, 1190, 5559, 12331, 12589, 15702, 18701, 18718, 18723",0.002265757
759412,Natranaerobius_A trueperi,0.6,NA,2.5,NA,um,6.50E-19,m^227,rod,Bacteria,Firmicutes_D,"corkrey, engqvist, fierer, gold","157, 555, 2812, 12331",0.025142268
863522,Bryocella elongata,0.7,1,1.7,4,um,1.46E-18,m^228,rod,Bacteria,Acidobacteriota,"corkrey, engqvist, fierer, gold","520, 555, 1146, 12331",0.019464959
877455,Methanobacterium_B lacus,0.2,0.4,5.25,15,um,7.09E-19,m^229,rod,Archaea,Euryarchaeota,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, protraits, rrndb","555, 2559, 6242, 12331, 13231, 15353, 18573, 18718, 18723",0.015753345
882104,Methanoregula formicica,0.5,0.5,2,2.6,um,4.19E-19,m^230,rod,Archaea,Halobacterota,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","555, 2571, 5601, 12331, 13261, 16262, 18662, 18701, 18718, 18723",0.018816092
911092,Caldanaerobacter subterraneus,0.4,0.8,1,3,um,5.09E-19,m^231,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","475, 555, 4916, 12331, 12585, 14133, 18701, 18707, 18718, 18723, 18828",0.014363661
947013,Chryseolinea serpens,0.5,NA,3.75,NA,um,7.04E-19,m^232,rod,Bacteria,Bacteroidota,"corkrey, engqvist, fierer, gold","155, 555, 1327, 12331",0.777942964
971279,Palaeococcus_A pacificus,0.975,1.5,0.975,1.5,um,1.98E-18,m^233,oval,Archaea,Euryarchaeota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, rrndb","349, 555, 3113, 6131, 12331, 13474, 16975, 18723",0.009845841
984307,Paraburkholderia_B kururiensis,1,NA,1.2,1.5,um,7.98E-19,m^234,rod,Bacteria,Proteobacteria,"engqvist, gold, microbe-directory, pasteur, patric, bergeys","555, 12331, 18701, 18707",0.301709834
999894,Thermosulfurimonas dismutans,0.55,NA,1.25,NA,um,2.53E-19,m^235,rod,Bacteria,Desulfobacterota,"corkrey, engqvist, fierer, gold","195, 555, 4202, 12331",0.021450368
1036679,Methanosarcina spelaei,2,4,2,4,um,2.83E-17,m^236,oval,Archaea,Halobacterota,"engqvist, methanogen, patric","555, 18677, 18707",0.002307422
1077256,Methanosphaera cuniculi,0.6,0.6,1.2,1.2,um,4.52E-19,m^237,oval,Archaea,Euryarchaeota,"engqvist, gold, methanogen, patric","555, 12331, 18680, 18707",0.003406179
1123352,Tepidimicrobium xylanilyticum,0.45,0.5,7,NA,um,1.21E-18,m^238,rod,Bacteria,Firmicutes_A,"corkrey, engqvist, fierer, gold, bergeys","197, 555, 4133, 12331",0.010566268
1131703,Sphaerochaeta globosa,0.4,2.5,0.4,2.5,um,3.19E-18,m^239,oval,Bacteria,Spirochaetota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","130, 555, 3837, 5290, 12331, 13755, 15355, 18701, 18707, 18718, 18723",0.01962589
1131707,Sphaerochaeta pleomorpha,0.45,2.5,0.4,2.5,um,3.30E-18,m^240,oval,Bacteria,Spirochaetota,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","130, 555, 3837, 5574, 12331, 13756, 15576, 18701, 18718, 18723",0.027476401
1175444,Methanocella conradii,0.2,0.3,1.4,2.8,um,9.90E-20,m^241,rod,Archaea,Halobacterota,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5637, 12331, 13244, 15673, 18601, 18701, 18707, 18723",0.011564789
1175445,Methanocella_A arvoryzae,0.4,0.7,1.3,2.8,um,4.43E-19,m^242,rod,Archaea,Halobacterota,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2562, 4926, 12331, 13243, 14565, 18600, 18701, 18707, 18718, 18723",0.015316477
1184387,Mesotoga prima,1.167,2,2.333,4,um,5.20E-18,m^243,rod,Bacteria,Thermotogota,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","65, 555, 5303, 12331, 13227, 16016, 18701, 18718, 18723",0.012929679
1204385,Litorilinea aerophila,0.5,NA,100,NA,um,1.96E-17,m^244,rod,Bacteria,Chloroflexota,"corkrey, engqvist, fierer, gold","219, 555, 2350, 12331",0.012253128
1277351,Methanospirillum stamsii,0.4,0.5,7,16.25,um,1.83E-18,m^245,rod,Archaea,Halobacterota,"corkrey, engqvist, fierer, methanogen","450, 555, 2575, 18686",0.179898048
1355477,Bradyrhizobium diazoefficiens,1.35,NA,1.35,NA,um,1.29E-18,m^246,rod,Bacteria,Proteobacteria,"fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","1103, 6139, 7264, 8347, 8398, 8934, 12331, 12558, 14159, 18701, 18707, 18718, 18723, 18821",0.019905439
1495039,Mesoaciditoga lauensis,0.45,NA,0.9,NA,um,1.19E-19,m^247,rod,Bacteria,Thermotogota,"corkrey, engqvist, fierer, gold","12, 555, 2536, 12331",0.01602282
1715806,Methanosarcina flavescens,1,2,1,2,um,3.53E-18,m^248,oval,Archaea,Halobacterota,"engqvist, gold, methanogen, patric","555, 12331, 18670, 18707",0.01502237
,Acetobacterium carbinolicum,0.8,1,1.5,2.5,um,1.16E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.894,
,Acetobacterium fimetarium,0.8,1.1,1.5,2.6,um,1.37E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.894,
,Aeribacillus pallidus,0.8,0.9,2,5,um,1.93E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,"pg. 156,  Reclassification of Geobacillus as Aeribacillus: https://www.ncbi.nlm.nih.gov/pubmed/19700455 ",
,Alkaliphilus transvaalensis,0.4,0.7,3,6,um,1.29E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.829,
,Brochothrix thermosphacta,0.6,0.75,1,2,um,5.00E-19,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,"pg.257, Genus: Brochothrix size info used",
,Caloramator fervidus,0.65,0.75,2,2.5,um,7.93E-19,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.836,
,Caloramator indicus,0.6,0.8,10,100,um,2.65E-17,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.838",
,Clostridium perfringens,0.6,2.4,1.3,19,um,4.13E-17,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.799,
,Desulfotomaculum putei,1,1.1,2,5,um,2.11E-18,m^3,oval,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,"pg.993, Table 186",
,Geobacillus caldotenax,0.5,0.5,3,5,um,5.24E-19,m^3,oval,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.159 as Bacillus caldotenax. Length based from Geobacillus thermantarcticus - https://bacdive.dsmz.de/strain/1438,
,Geobacillus stearothermophilus,0.6,1,2,3.5,um,1.50E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.154,
,Halonatronum saccharophilum,0.4,0.6,3.5,10,um,1.60E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1215,
,Lactobacillus rhamnosus,0.8,1,2,4,um,1.88E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.507,
,Listeria monocytogenes,0.4,0.5,0.5,2,um,2.03E-19,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.245,
,Pelotomaculum thermopropionicum,0.7,0.8,1.7,2.8,um,9.19E-19,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.997,
,Staphylococcus xylosus,0.8,1.2,,,um,5.86E-19,m^3,Spherical,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.420,
,Thermacetogenium phaeum,0.4,0.7,2,12.6,um,2.50E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1256,
,Thermoanaerobacter kivui,0.7,0.7,2,3.5,um,9.69E-19,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,"pg.1235, cell size during growth on H2 and CO2",
,Thermoanaerobacter kivui,0.7,0.8,5.5,7.5,um,2.83E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,"pg.1235,  cell size during growth on glucose ",
,Thermoanaerobacter mathranii,0.7,0.7,1.8,3.9,um,1.01E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1235,
,Thermoanaerobacter siderophilus,0.4,0.6,3.5,9,um,1.46E-18,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1236,
,Thermoanaerobacterium thermosulfurigenes,0.5,2,2,20,um,3.05E-17,m^3,rod,Bacteria,firmucutes,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1283,
,Bacillus infernus,0.7,0.8,4,8,um,2.67E-18,m^3,rod,Bacteria,firmucutes,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.106",,
,Sulfobacillus thermotolerans,0.8,1.2,1.5,4.5,um,2.63E-18,m^3,rod,Bacteria,firmucutes,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1184",,
,Halanaerobium alcaliphilum,0.8,0.8,3.3,5,um,1.95E-18,m^3,rod,Bacteria,firmucutes,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1198",pg.1199,
